
# Efinity Interface Configuration
# Version: 2025.1.110.5.9
# Date: 2026-09-15 17:10

# Copyright (C) 2013 - 2025 Efinix Inc. All rights reserved.

# [required | optional] (input|output|clkout), x, y, z, __bypass__|[~|!]<clock>, [[~|!]<pin_name>] | __vcc__ | __gnd__
clkout, 209, 323, -1, clk_27m
clkout, 39, 323, -1, clk_lvds_1x
clkout, 71, 323, -1, clk_lvds_1x
clkout, 155, 323, -1, clk_lvds_1x
clkout, 163, 323, -1, clk_lvds_1x
clkout, 171, 323, -1, clk_lvds_1x
clkout, 35, 323, -1, clk_lvds_7x
clkout, 67, 323, -1, clk_lvds_7x
clkout, 151, 323, -1, clk_lvds_7x
clkout, 159, 323, -1, clk_lvds_7x
clkout, 167, 323, -1, clk_lvds_7x
clkout, 31, 323, -1, clk_pixel
clkout, 55, 323, -1, clk_pixel
clkout, 63, 323, -1, clk_pixel
clkout, 195, 323, -1, clk_pixel
clkout, 27, 323, -1, clk_pixel_10x
clkout, 51, 323, -1, clk_pixel_10x
clkout, 59, 323, -1, clk_pixel_10x
clkout, 191, 323, -1, clk_pixel_10x
clkout, 0, 304, -1, clk_sys
clkout, 18, 0, -1, clk_sys
clkout, 200, 323, -1, clk_sys
clkout, 202, 0, -1, clk_sys
clkout, 203, 0, -1, core_clk
clkout, 219, 175, -1, dsi_byteclk_i
clkout, 219, 187, -1, dsi_byteclk_i
clkout, 219, 200, -1, dsi_byteclk_i
clkout, 219, 215, -1, dsi_byteclk_i
clkout, 219, 230, -1, dsi_byteclk_i
clkout, 219, 171, -1, dsi_serclk_i
clkout, 219, 183, -1, dsi_serclk_i
clkout, 219, 211, -1, dsi_serclk_i
clkout, 219, 226, -1, dsi_serclk_i
clkout, 219, 196, -1, dsi_txcclk_i
clkout, 11, 0, -1, tac_clk
clkout, 12, 0, -1, tac_clk
clkout, 22, 0, -1, tac_clk
clkout, 23, 0, -1, tac_clk
clkout, 30, 0, -1, tac_clk
clkout, 31, 0, -1, tac_clk
clkout, 38, 0, -1, tac_clk
clkout, 39, 0, -1, tac_clk
clkout, 82, 0, -1, tac_clk
clkout, 92, 0, -1, tac_clk
clkout, 148, 0, -1, tac_clk
clkout, 149, 0, -1, tac_clk
clkout, 156, 0, -1, tac_clk
clkout, 157, 0, -1, tac_clk
clkout, 164, 0, -1, tac_clk
clkout, 165, 0, -1, tac_clk
clkout, 172, 0, -1, tac_clk
clkout, 173, 0, -1, tac_clk
clkout, 188, 0, -1, tac_clk
clkout, 189, 0, -1, tac_clk
clkout, 32, 0, -1, tdqss_clk
clkout, 33, 0, -1, tdqss_clk
clkout, 50, 0, -1, tdqss_clk
clkout, 73, 0, -1, tdqss_clk
clkout, 74, 0, -1, tdqss_clk
clkout, 95, 0, -1, tdqss_clk
clkout, 123, 0, -1, tdqss_clk
clkout, 132, 0, -1, tdqss_clk
clkout, 142, 0, -1, tdqss_clk
clkout, 143, 0, -1, tdqss_clk
clkout, 174, 0, -1, tdqss_clk
clkout, 175, 0, -1, tdqss_clk
clkout, 219, 25, -1, tdqss_clk
clkout, 219, 26, -1, tdqss_clk
clkout, 219, 35, -1, tdqss_clk
clkout, 219, 36, -1, tdqss_clk
clkout, 219, 48, -1, tdqss_clk
clkout, 219, 49, -1, tdqss_clk
clkout, 219, 59, -1, tdqss_clk
